Date,Time,Trade No.,Price,Effect,Legs
8/30/2019,2:45:00 PM CDT,153,1.65,debit,"buy to close 1 x $284 put exp. 9/20/2019 (21 DTE); sell to close 1 x $272 put exp. 9/20/2019 (21 DTE)"
8/30/2019,2:45:00 PM CDT,154,2.03,credit,"sell to open 1 x $282.5 put exp. 10/11/2019 (42 DTE); buy to open 1 x $270 put exp. 10/11/2019 (42 DTE)"
9/6/2019,2:45:00 PM CDT,154,0.93,debit,"buy to close 1 x $282.5 put exp. 10/11/2019 (35 DTE); sell to close 1 x $270 put exp. 10/11/2019 (35 DTE)"
9/6/2019,2:45:00 PM CDT,155,1.59,credit,"sell to open 1 x $290 put exp. 10/18/2019 (42 DTE); buy to open 1 x $279 put exp. 10/18/2019 (42 DTE)"
9/27/2019,2:45:00 PM CDT,155,1.78,debit,"buy to close 1 x $290 put exp. 10/18/2019 (21 DTE); sell to close 1 x $279 put exp. 10/18/2019 (21 DTE)"
9/27/2019,2:45:00 PM CDT,156,1.75,credit,"sell to open 1 x $286 put exp. 11/8/2019 (42 DTE); buy to open 1 x $275 put exp. 11/8/2019 (42 DTE)"
10/15/2019,2:45:00 PM CDT,156,0.61,debit,"buy to close 1 x $286 put exp. 11/8/2019 (24 DTE); sell to close 1 x $275 put exp. 11/8/2019 (24 DTE)"
10/15/2019,2:45:00 PM CDT,157,1.64,credit,"sell to open 1 x $292.5 put exp. 11/29/2019 (45 DTE); buy to open 1 x $282 put exp. 11/29/2019 (45 DTE)"
10/30/2019,2:45:00 PM CDT,157,0.7,debit,"buy to close 1 x $292.5 put exp. 11/29/2019 (30 DTE); sell to close 1 x $282 put exp. 11/29/2019 (30 DTE)"
10/30/2019,2:45:00 PM CDT,158,1.53,credit,"sell to open 1 x $295 put exp. 12/20/2019 (51 DTE); buy to open 1 x $284 put exp. 12/20/2019 (51 DTE)"
11/15/2019,2:45:00 PM CST,158,0.63,debit,"buy to close 1 x $295 put exp. 12/20/2019 (35 DTE); sell to close 1 x $284 put exp. 12/20/2019 (35 DTE)"
11/15/2019,2:45:00 PM CST,159,1.41,credit,"sell to open 1 x $304 put exp. 12/31/2019 (46 DTE); buy to open 1 x $294 put exp. 12/31/2019 (46 DTE)"
12/10/2019,2:45:00 PM CST,159,1.03,debit,"buy to close 1 x $304 put exp. 12/31/2019 (21 DTE); sell to close 1 x $294 put exp. 12/31/2019 (21 DTE)"
12/10/2019,2:45:00 PM CST,160,1.78,credit,"sell to open 1 x $304.5 put exp. 1/24/2020 (45 DTE); buy to open 1 x $292.5 put exp. 1/24/2020 (45 DTE)"
12/16/2019,2:45:00 PM CST,160,0.7,debit,"buy to close 1 x $304.5 put exp. 1/24/2020 (39 DTE); sell to close 1 x $292.5 put exp. 1/24/2020 (39 DTE)"
12/16/2019,2:45:00 PM CST,161,1.26,credit,"sell to open 1 x $312 put exp. 1/31/2020 (46 DTE); buy to open 1 x $302.5 put exp. 1/31/2020 (46 DTE)"
1/8/2020,2:45:00 PM CST,161,0.51,debit,"buy to close 1 x $312 put exp. 1/31/2020 (23 DTE); sell to close 1 x $302.5 put exp. 1/31/2020 (23 DTE)"
1/8/2020,2:45:00 PM CST,162,1.43,credit,"sell to open 1 x $319 put exp. 2/21/2020 (44 DTE); buy to open 1 x $309 put exp. 2/21/2020 (44 DTE)"
1/31/2020,2:45:00 PM CST,162,2.37,debit,"buy to close 1 x $319 put exp. 2/21/2020 (21 DTE); sell to close 1 x $309 put exp. 2/21/2020 (21 DTE)"
1/31/2020,2:45:00 PM CST,163,2.45,credit,"sell to open 1 x $312.5 put exp. 3/13/2020 (42 DTE); buy to open 1 x $297.5 put exp. 3/13/2020 (42 DTE)"
2/5/2020,2:45:00 PM CST,163,0.85,debit,"buy to close 1 x $312.5 put exp. 3/13/2020 (37 DTE); sell to close 1 x $297.5 put exp. 3/13/2020 (37 DTE)"
2/5/2020,2:45:00 PM CST,164,1.69,credit,"sell to open 1 x $324 put exp. 3/20/2020 (44 DTE); buy to open 1 x $313 put exp. 3/20/2020 (44 DTE)"
2/27/2020,2:45:00 PM CST,164,8.3,debit,"buy to close 1 x $324 put exp. 3/20/2020 (22 DTE); sell to close 1 x $313 put exp. 3/20/2020 (22 DTE)"
2/27/2020,2:45:00 PM CST,165,3.81,credit,"sell to open 1 x $285 put exp. 4/9/2020 (42 DTE); buy to open 1 x $265 put exp. 4/9/2020 (42 DTE)"
3/19/2020,2:45:00 PM CDT,165,15.33,debit,"buy to close 1 x $285 put exp. 4/9/2020 (21 DTE); sell to close 1 x $265 put exp. 4/9/2020 (21 DTE)"
3/19/2020,2:45:00 PM CDT,166,6.75,credit,"sell to open 1 x $220 put exp. 5/1/2020 (43 DTE); buy to open 1 x $190 put exp. 5/1/2020 (43 DTE)"
3/30/2020,2:45:00 PM CDT,166,3.12,debit,"buy to close 1 x $220 put exp. 5/1/2020 (32 DTE); sell to close 1 x $190 put exp. 5/1/2020 (32 DTE)"
3/30/2020,2:45:00 PM CDT,167,5.53,credit,"sell to open 1 x $240 put exp. 5/15/2020 (46 DTE); buy to open 1 x $211 put exp. 5/15/2020 (46 DTE)"
4/9/2020,2:45:00 PM CDT,167,2.5,debit,"buy to close 1 x $240 put exp. 5/15/2020 (36 DTE); sell to close 1 x $211 put exp. 5/15/2020 (36 DTE)"
4/9/2020,2:45:00 PM CDT,168,4.45,credit,"sell to open 1 x $261 put exp. 5/22/2020 (43 DTE); buy to open 1 x $237 put exp. 5/22/2020 (43 DTE)"
4/27/2020,2:45:00 PM CDT,168,1.75,debit,"buy to close 1 x $261 put exp. 5/22/2020 (25 DTE); sell to close 1 x $237 put exp. 5/22/2020 (25 DTE)"
4/27/2020,2:45:00 PM CDT,169,3.83,credit,"sell to open 1 x $274 put exp. 6/5/2020 (39 DTE); buy to open 1 x $250 put exp. 6/5/2020 (39 DTE)"
5/11/2020,2:45:00 PM CDT,169,1.81,debit,"buy to close 1 x $274 put exp. 6/5/2020 (25 DTE); sell to close 1 x $250 put exp. 6/5/2020 (25 DTE)"
5/11/2020,2:45:00 PM CDT,170,3.18,credit,"sell to open 1 x $279 put exp. 6/26/2020 (46 DTE); buy to open 1 x $260 put exp. 6/26/2020 (46 DTE)"
5/29/2020,2:45:00 PM CDT,170,1.46,debit,"buy to close 1 x $279 put exp. 6/26/2020 (28 DTE); sell to close 1 x $260 put exp. 6/26/2020 (28 DTE)"
5/29/2020,2:45:00 PM CDT,171,3.13,credit,"sell to open 1 x $290 put exp. 7/10/2020 (42 DTE); buy to open 1 x $270 put exp. 7/10/2020 (42 DTE)"
6/5/2020,2:45:00 PM CDT,171,1.29,debit,"buy to close 1 x $290 put exp. 7/10/2020 (35 DTE); sell to close 1 x $270 put exp. 7/10/2020 (35 DTE)"
6/5/2020,2:45:00 PM CDT,172,2.45,credit,"sell to open 1 x $306 put exp. 7/17/2020 (42 DTE); buy to open 1 x $291 put exp. 7/17/2020 (42 DTE)"
6/26/2020,2:45:00 PM CDT,172,5.34,debit,"buy to close 1 x $306 put exp. 7/17/2020 (21 DTE); sell to close 1 x $291 put exp. 7/17/2020 (21 DTE)"
6/26/2020,2:45:00 PM CDT,173,3.57,credit,"sell to open 1 x $285 put exp. 8/7/2020 (42 DTE); buy to open 1 x $265 put exp. 8/7/2020 (42 DTE)"
7/2/2020,2:45:00 PM CDT,173,1.63,debit,"buy to close 1 x $285 put exp. 8/7/2020 (36 DTE); sell to close 1 x $265 put exp. 8/7/2020 (36 DTE)"
7/2/2020,2:45:00 PM CDT,174,3.03,credit,"sell to open 1 x $299 put exp. 8/14/2020 (43 DTE); buy to open 1 x $280 put exp. 8/14/2020 (43 DTE)"
7/17/2020,2:45:00 PM CDT,174,1.4,debit,"buy to close 1 x $299 put exp. 8/14/2020 (28 DTE); sell to close 1 x $280 put exp. 8/14/2020 (28 DTE)"
7/17/2020,2:45:00 PM CDT,175,3.13,credit,"sell to open 1 x $310 put exp. 8/28/2020 (42 DTE); buy to open 1 x $290 put exp. 8/28/2020 (42 DTE)"
8/3/2020,2:45:00 PM CDT,175,1.51,debit,"buy to close 1 x $310 put exp. 8/28/2020 (25 DTE); sell to close 1 x $290 put exp. 8/28/2020 (25 DTE)"
8/3/2020,2:45:00 PM CDT,176,3.14,credit,"sell to open 1 x $316 put exp. 9/18/2020 (46 DTE); buy to open 1 x $296 put exp. 9/18/2020 (46 DTE)"
8/17/2020,2:45:00 PM CDT,176,1.46,debit,"buy to close 1 x $316 put exp. 9/18/2020 (32 DTE); sell to close 1 x $296 put exp. 9/18/2020 (32 DTE)"
8/17/2020,2:45:00 PM CDT,177,2.45,credit,"sell to open 1 x $325 put exp. 10/2/2020 (46 DTE); buy to open 1 x $308 put exp. 10/2/2020 (46 DTE)"
8/28/2020,2:45:00 PM CDT,177,1.16,debit,"buy to close 1 x $325 put exp. 10/2/2020 (35 DTE); sell to close 1 x $308 put exp. 10/2/2020 (35 DTE)"
8/28/2020,2:45:00 PM CDT,178,2.71,credit,"sell to open 1 x $337 put exp. 10/9/2020 (42 DTE); buy to open 1 x $315 put exp. 10/9/2020 (42 DTE)"
9/18/2020,2:45:00 PM CDT,178,7.17,debit,"buy to close 1 x $337 put exp. 10/9/2020 (21 DTE); sell to close 1 x $315 put exp. 10/9/2020 (21 DTE)"
9/18/2020,2:45:00 PM CDT,179,3.63,credit,"sell to open 1 x $318 put exp. 10/30/2020 (42 DTE); buy to open 1 x $295 put exp. 10/30/2020 (42 DTE)"
10/7/2020,2:45:00 PM CDT,179,1.48,debit,"buy to close 1 x $318 put exp. 10/30/2020 (23 DTE); sell to close 1 x $295 put exp. 10/30/2020 (23 DTE)"
10/7/2020,2:45:00 PM CDT,180,3.76,credit,"sell to open 1 x $325 put exp. 11/20/2020 (44 DTE); buy to open 1 x $304 put exp. 11/20/2020 (44 DTE)"
10/30/2020,2:45:00 PM CDT,180,6.36,debit,"buy to close 1 x $325 put exp. 11/20/2020 (21 DTE); sell to close 1 x $304 put exp. 11/20/2020 (21 DTE)"
10/30/2020,2:45:00 PM CDT,181,4.73,credit,"sell to open 1 x $306 put exp. 12/11/2020 (42 DTE); buy to open 1 x $280 put exp. 12/11/2020 (42 DTE)"
11/4/2020,2:45:00 PM CST,181,1.7,debit,"buy to close 1 x $306 put exp. 12/11/2020 (37 DTE); sell to close 1 x $280 put exp. 12/11/2020 (37 DTE)"
11/4/2020,2:45:00 PM CST,182,3.9,credit,"sell to open 1 x $328 put exp. 12/18/2020 (44 DTE); buy to open 1 x $305 put exp. 12/18/2020 (44 DTE)"
11/9/2020,2:45:00 PM CST,182,1.8,debit,"buy to close 1 x $328 put exp. 12/18/2020 (39 DTE); sell to close 1 x $305 put exp. 12/18/2020 (39 DTE)"
11/9/2020,2:45:00 PM CST,183,3.34,credit,"sell to open 1 x $343 put exp. 12/24/2020 (45 DTE); buy to open 1 x $320 put exp. 12/24/2020 (45 DTE)"
12/1/2020,2:45:00 PM CST,183,1.21,debit,"buy to close 1 x $343 put exp. 12/24/2020 (23 DTE); sell to close 1 x $320 put exp. 12/24/2020 (23 DTE)"
12/1/2020,2:45:00 PM CST,184,2.87,credit,"sell to open 1 x $352 put exp. 1/15/2021 (45 DTE); buy to open 1 x $334 put exp. 1/15/2021 (45 DTE)"
12/28/2020,2:45:00 PM CST,184,0.96,debit,"buy to close 1 x $352 put exp. 1/15/2021 (18 DTE); sell to close 1 x $334 put exp. 1/15/2021 (18 DTE)"
12/28/2020,2:45:00 PM CST,185,2.45,credit,"sell to open 1 x $360 put exp. 2/5/2021 (39 DTE); buy to open 1 x $342.5 put exp. 2/5/2021 (39 DTE)"
1/15/2021,2:45:00 PM CST,185,1.74,debit,"buy to close 1 x $360 put exp. 2/5/2021 (21 DTE); sell to close 1 x $342.5 put exp. 2/5/2021 (21 DTE)"
1/15/2021,2:45:00 PM CST,186,3.2,credit,"sell to open 1 x $362 put exp. 2/26/2021 (42 DTE); buy to open 1 x $340 put exp. 2/26/2021 (42 DTE)"
2/4/2021,2:45:00 PM CST,186,1.14,debit,"buy to close 1 x $362 put exp. 2/26/2021 (22 DTE); sell to close 1 x $340 put exp. 2/26/2021 (22 DTE)"
2/4/2021,2:45:00 PM CST,187,3.07,credit,"sell to open 1 x $371 put exp. 3/19/2021 (43 DTE); buy to open 1 x $350 put exp. 3/19/2021 (43 DTE)"
2/24/2021,2:45:00 PM CST,187,1.45,debit,"buy to close 1 x $371 put exp. 3/19/2021 (23 DTE); sell to close 1 x $350 put exp. 3/19/2021 (23 DTE)"
2/24/2021,2:45:00 PM CST,188,3.2,credit,"sell to open 1 x $377 put exp. 4/16/2021 (51 DTE); buy to open 1 x $355 put exp. 4/16/2021 (51 DTE)"
3/26/2021,2:45:00 PM CDT,188,1.29,debit,"buy to close 1 x $377 put exp. 4/16/2021 (21 DTE); sell to close 1 x $355 put exp. 4/16/2021 (21 DTE)"
3/26/2021,2:45:00 PM CDT,189,2.38,credit,"sell to open 1 x $382 put exp. 5/7/2021 (42 DTE); buy to open 1 x $365 put exp. 5/7/2021 (42 DTE)"
4/5/2021,2:45:00 PM CDT,189,1.01,debit,"buy to close 1 x $382 put exp. 5/7/2021 (32 DTE); sell to close 1 x $365 put exp. 5/7/2021 (32 DTE)"
4/5/2021,2:45:00 PM CDT,190,2.44,credit,"sell to open 1 x $395 put exp. 5/21/2021 (46 DTE); buy to open 1 x $377 put exp. 5/21/2021 (46 DTE)"
4/16/2021,2:45:00 PM CDT,190,1.17,debit,"buy to close 1 x $395 put exp. 5/21/2021 (35 DTE); sell to close 1 x $377 put exp. 5/21/2021 (35 DTE)"
4/16/2021,2:45:00 PM CDT,191,2.3,credit,"sell to open 1 x $407 put exp. 5/28/2021 (42 DTE); buy to open 1 x $390 put exp. 5/28/2021 (42 DTE)"
5/7/2021,2:45:00 PM CDT,191,1.15,debit,"buy to close 1 x $407 put exp. 5/28/2021 (21 DTE); sell to close 1 x $390 put exp. 5/28/2021 (21 DTE)"
5/7/2021,2:45:00 PM CDT,192,2.32,credit,"sell to open 1 x $410 put exp. 6/18/2021 (42 DTE); buy to open 1 x $393 put exp. 6/18/2021 (42 DTE)"
5/28/2021,2:45:00 PM CDT,192,1.49,debit,"buy to close 1 x $410 put exp. 6/18/2021 (21 DTE); sell to close 1 x $393 put exp. 6/18/2021 (21 DTE)"
5/28/2021,2:45:00 PM CDT,193,1.86,credit,"sell to open 1 x $409 put exp. 7/9/2021 (42 DTE); buy to open 1 x $395 put exp. 7/9/2021 (42 DTE)"
6/18/2021,2:45:00 PM CDT,193,1.89,debit,"buy to close 1 x $409 put exp. 7/9/2021 (21 DTE); sell to close 1 x $395 put exp. 7/9/2021 (21 DTE)"
6/18/2021,2:45:00 PM CDT,194,2.47,credit,"sell to open 1 x $404 put exp. 7/30/2021 (42 DTE); buy to open 1 x $386 put exp. 7/30/2021 (42 DTE)"
6/25/2021,2:45:00 PM CDT,194,1.04,debit,"buy to close 1 x $404 put exp. 7/30/2021 (35 DTE); sell to close 1 x $386 put exp. 7/30/2021 (35 DTE)"
6/25/2021,2:45:00 PM CDT,195,1.9,credit,"sell to open 1 x $416 put exp. 8/6/2021 (42 DTE); buy to open 1 x $400 put exp. 8/6/2021 (42 DTE)"
7/12/2021,2:45:00 PM CDT,195,0.86,debit,"buy to close 1 x $416 put exp. 8/6/2021 (25 DTE); sell to close 1 x $400 put exp. 8/6/2021 (25 DTE)"
7/12/2021,2:45:00 PM CDT,196,2.25,credit,"sell to open 1 x $425 put exp. 8/27/2021 (46 DTE); buy to open 1 x $407 put exp. 8/27/2021 (46 DTE)"
8/6/2021,2:45:00 PM CDT,196,1,debit,"buy to close 1 x $425 put exp. 8/27/2021 (21 DTE); sell to close 1 x $407 put exp. 8/27/2021 (21 DTE)"
8/6/2021,2:45:00 PM CDT,197,2.36,credit,"sell to open 1 x $429 put exp. 9/17/2021 (42 DTE); buy to open 1 x $409 put exp. 9/17/2021 (42 DTE)"
8/25/2021,2:45:00 PM CDT,197,0.98,debit,"buy to close 1 x $429 put exp. 9/17/2021 (23 DTE); sell to close 1 x $409 put exp. 9/17/2021 (23 DTE)"
8/25/2021,2:45:00 PM CDT,198,2.53,credit,"sell to open 1 x $436 put exp. 10/15/2021 (51 DTE); buy to open 1 x $416 put exp. 10/15/2021 (51 DTE)"
9/24/2021,2:45:00 PM CDT,198,2.07,debit,"buy to close 1 x $436 put exp. 10/15/2021 (21 DTE); sell to close 1 x $416 put exp. 10/15/2021 (21 DTE)"
9/24/2021,2:45:00 PM CDT,199,2.8,credit,"sell to open 1 x $432 put exp. 11/5/2021 (42 DTE); buy to open 1 x $410 put exp. 11/5/2021 (42 DTE)"
10/15/2021,2:45:00 PM CDT,199,1.51,debit,"buy to close 1 x $432 put exp. 11/5/2021 (21 DTE); sell to close 1 x $410 put exp. 11/5/2021 (21 DTE)"
10/15/2021,2:45:00 PM CDT,200,2.22,credit,"sell to open 1 x $434 put exp. 11/26/2021 (42 DTE); buy to open 1 x $417 put exp. 11/26/2021 (42 DTE)"
10/26/2021,2:45:00 PM CDT,200,1.02,debit,"buy to close 1 x $434 put exp. 11/26/2021 (31 DTE); sell to close 1 x $417 put exp. 11/26/2021 (31 DTE)"
10/26/2021,2:45:00 PM CDT,201,2.86,credit,"sell to open 1 x $443 put exp. 12/17/2021 (52 DTE); buy to open 1 x $421 put exp. 12/17/2021 (52 DTE)"
11/16/2021,2:45:00 PM CST,201,1.28,debit,"buy to close 1 x $443 put exp. 12/17/2021 (31 DTE); sell to close 1 x $421 put exp. 12/17/2021 (31 DTE)"
11/16/2021,2:45:00 PM CST,202,2.75,credit,"sell to open 1 x $457 put exp. 12/31/2021 (45 DTE); buy to open 1 x $437 put exp. 12/31/2021 (45 DTE)"
12/10/2021,2:45:00 PM CST,202,2.02,debit,"buy to close 1 x $457 put exp. 12/31/2021 (21 DTE); sell to close 1 x $437 put exp. 12/31/2021 (21 DTE)"
12/10/2021,2:45:00 PM CST,203,2.85,credit,"sell to open 1 x $456 put exp. 1/21/2022 (42 DTE); buy to open 1 x $435 put exp. 1/21/2022 (42 DTE)"
12/27/2021,2:45:00 PM CST,203,1.27,debit,"buy to close 1 x $456 put exp. 1/21/2022 (25 DTE); sell to close 1 x $435 put exp. 1/21/2022 (25 DTE)"
12/27/2021,2:45:00 PM CST,204,2.69,credit,"sell to open 1 x $464 put exp. 2/4/2022 (39 DTE); buy to open 1 x $443 put exp. 2/4/2022 (39 DTE)"
1/14/2022,2:45:00 PM CST,204,4.56,debit,"buy to close 1 x $464 put exp. 2/4/2022 (21 DTE); sell to close 1 x $443 put exp. 2/4/2022 (21 DTE)"
1/14/2022,2:45:00 PM CST,205,3.38,credit,"sell to open 1 x $450 put exp. 2/25/2022 (42 DTE); buy to open 1 x $426 put exp. 2/25/2022 (42 DTE)"
2/4/2022,2:45:00 PM CST,205,5.45,debit,"buy to close 1 x $450 put exp. 2/25/2022 (21 DTE); sell to close 1 x $426 put exp. 2/25/2022 (21 DTE)"
2/4/2022,2:45:00 PM CST,206,3.98,credit,"sell to open 1 x $433 put exp. 3/18/2022 (42 DTE); buy to open 1 x $407 put exp. 3/18/2022 (42 DTE)"
2/24/2022,2:45:00 PM CST,206,9.03,debit,"buy to close 1 x $433 put exp. 3/18/2022 (22 DTE); sell to close 1 x $407 put exp. 3/18/2022 (22 DTE)"
2/24/2022,2:45:00 PM CST,207,4.22,credit,"sell to open 1 x $405 put exp. 4/8/2022 (43 DTE); buy to open 1 x $380 put exp. 4/8/2022 (43 DTE)"
3/17/2022,2:45:00 PM CDT,207,1.42,debit,"buy to close 1 x $405 put exp. 4/8/2022 (22 DTE); sell to close 1 x $380 put exp. 4/8/2022 (22 DTE)"
3/17/2022,2:45:00 PM CDT,208,3.94,credit,"sell to open 1 x $422 put exp. 4/29/2022 (43 DTE); buy to open 1 x $398 put exp. 4/29/2022 (43 DTE)"
3/28/2022,2:45:00 PM CDT,208,1.37,debit,"buy to close 1 x $422 put exp. 4/29/2022 (32 DTE); sell to close 1 x $398 put exp. 4/29/2022 (32 DTE)"
3/28/2022,2:45:00 PM CDT,209,3.44,credit,"sell to open 1 x $441 put exp. 5/6/2022 (39 DTE); buy to open 1 x $417 put exp. 5/6/2022 (39 DTE)"
4/18/2022,2:45:00 PM CDT,209,7.35,debit,"buy to close 1 x $441 put exp. 5/6/2022 (18 DTE); sell to close 1 x $417 put exp. 5/6/2022 (18 DTE)"
4/18/2022,2:45:00 PM CDT,210,3.87,credit,"sell to open 1 x $421 put exp. 5/27/2022 (39 DTE); buy to open 1 x $398 put exp. 5/27/2022 (39 DTE)"
5/6/2022,2:45:00 PM CDT,210,9.59,debit,"buy to close 1 x $421 put exp. 5/27/2022 (21 DTE); sell to close 1 x $398 put exp. 5/27/2022 (21 DTE)"
5/6/2022,2:45:00 PM CDT,211,4.96,credit,"sell to open 1 x $392 put exp. 6/17/2022 (42 DTE); buy to open 1 x $365 put exp. 6/17/2022 (42 DTE)"
5/27/2022,2:45:00 PM CDT,211,2.5,debit,"buy to close 1 x $392 put exp. 6/17/2022 (21 DTE); sell to close 1 x $365 put exp. 6/17/2022 (21 DTE)"
5/27/2022,2:45:00 PM CDT,212,4.07,credit,"sell to open 1 x $397 put exp. 7/8/2022 (42 DTE); buy to open 1 x $375 put exp. 7/8/2022 (42 DTE)"
6/17/2022,2:45:00 PM CDT,212,17.22,debit,"buy to close 1 x $397 put exp. 7/8/2022 (21 DTE); sell to close 1 x $375 put exp. 7/8/2022 (21 DTE)"
6/17/2022,2:45:00 PM CDT,213,4.52,credit,"sell to open 1 x $350 put exp. 7/29/2022 (42 DTE); buy to open 1 x $325 put exp. 7/29/2022 (42 DTE)"
6/24/2022,2:45:00 PM CDT,213,1.55,debit,"buy to close 1 x $350 put exp. 7/29/2022 (35 DTE); sell to close 1 x $325 put exp. 7/29/2022 (35 DTE)"
6/24/2022,2:45:00 PM CDT,214,4.03,credit,"sell to open 1 x $372 put exp. 8/5/2022 (42 DTE); buy to open 1 x $350 put exp. 8/5/2022 (42 DTE)"
7/15/2022,2:45:00 PM CDT,214,3.21,debit,"buy to close 1 x $372 put exp. 8/5/2022 (21 DTE); sell to close 1 x $350 put exp. 8/5/2022 (21 DTE)"
7/15/2022,2:45:00 PM CDT,215,3.73,credit,"sell to open 1 x $370 put exp. 8/26/2022 (42 DTE); buy to open 1 x $351 put exp. 8/26/2022 (42 DTE)"
7/27/2022,2:45:00 PM CDT,215,1.28,debit,"buy to close 1 x $370 put exp. 8/26/2022 (30 DTE); sell to close 1 x $351 put exp. 8/26/2022 (30 DTE)"
7/27/2022,2:45:00 PM CDT,216,4.06,credit,"sell to open 1 x $386 put exp. 9/16/2022 (51 DTE); buy to open 1 x $363 put exp. 9/16/2022 (51 DTE)"
8/10/2022,2:45:00 PM CDT,216,1.35,debit,"buy to close 1 x $386 put exp. 9/16/2022 (37 DTE); sell to close 1 x $363 put exp. 9/16/2022 (37 DTE)"
8/10/2022,2:45:00 PM CDT,217,3.54,credit,"sell to open 1 x $405 put exp. 9/23/2022 (44 DTE); buy to open 1 x $383 put exp. 9/23/2022 (44 DTE)"
9/2/2022,2:45:00 PM CDT,217,11.48,debit,"buy to close 1 x $405 put exp. 9/23/2022 (21 DTE); sell to close 1 x $383 put exp. 9/23/2022 (21 DTE)"
9/2/2022,2:45:00 PM CDT,218,3.88,credit,"sell to open 1 x $375 put exp. 10/14/2022 (42 DTE); buy to open 1 x $355 put exp. 10/14/2022 (42 DTE)"
9/9/2022,2:45:00 PM CDT,218,1.52,debit,"buy to close 1 x $375 put exp. 10/14/2022 (35 DTE); sell to close 1 x $355 put exp. 10/14/2022 (35 DTE)"
9/9/2022,2:45:00 PM CDT,219,3.55,credit,"sell to open 1 x $392 put exp. 10/21/2022 (42 DTE); buy to open 1 x $373 put exp. 10/21/2022 (42 DTE)"
9/30/2022,2:45:00 PM CDT,219,15.61,debit,"buy to close 1 x $392 put exp. 10/21/2022 (21 DTE); sell to close 1 x $373 put exp. 10/21/2022 (21 DTE)"
9/30/2022,2:45:00 PM CDT,220,4.83,credit,"sell to open 1 x $345 put exp. 11/11/2022 (42 DTE); buy to open 1 x $320 put exp. 11/11/2022 (42 DTE)"
10/4/2022,2:45:00 PM CDT,220,2.28,debit,"buy to close 1 x $345 put exp. 11/11/2022 (38 DTE); sell to close 1 x $320 put exp. 11/11/2022 (38 DTE)"
10/4/2022,2:45:00 PM CDT,221,4.54,credit,"sell to open 1 x $361 put exp. 11/18/2022 (45 DTE); buy to open 1 x $336 put exp. 11/18/2022 (45 DTE)"
10/28/2022,2:45:00 PM CDT,221,1.43,debit,"buy to close 1 x $361 put exp. 11/18/2022 (21 DTE); sell to close 1 x $336 put exp. 11/18/2022 (21 DTE)"
10/28/2022,2:45:00 PM CDT,222,4.08,credit,"sell to open 1 x $375 put exp. 12/9/2022 (42 DTE); buy to open 1 x $355 put exp. 12/9/2022 (42 DTE)"
11/11/2022,2:45:00 PM CST,222,1.49,debit,"buy to close 1 x $375 put exp. 12/9/2022 (28 DTE); sell to close 1 x $355 put exp. 12/9/2022 (28 DTE)"
11/11/2022,2:45:00 PM CST,223,3.73,credit,"sell to open 1 x $384 put exp. 12/23/2022 (42 DTE); buy to open 1 x $364 put exp. 12/23/2022 (42 DTE)"
11/30/2022,2:45:00 PM CST,223,1.6,debit,"buy to close 1 x $384 put exp. 12/23/2022 (23 DTE); sell to close 1 x $364 put exp. 12/23/2022 (23 DTE)"
11/30/2022,2:45:00 PM CST,224,3.96,credit,"sell to open 1 x $392 put exp. 1/20/2023 (51 DTE); buy to open 1 x $372 put exp. 1/20/2023 (51 DTE)"
12/30/2022,2:45:00 PM CST,224,9.33,debit,"buy to close 1 x $392 put exp. 1/20/2023 (21 DTE); sell to close 1 x $372 put exp. 1/20/2023 (21 DTE)"
12/30/2022,2:45:00 PM CST,225,3.06,credit,"sell to open 1 x $369 put exp. 2/10/2023 (42 DTE); buy to open 1 x $355 put exp. 2/10/2023 (42 DTE)"
1/11/2023,2:45:00 PM CST,225,1.15,debit,"buy to close 1 x $369 put exp. 2/10/2023 (30 DTE); sell to close 1 x $355 put exp. 2/10/2023 (30 DTE)"
1/11/2023,2:45:00 PM CST,226,3.59,credit,"sell to open 1 x $383 put exp. 2/24/2023 (44 DTE); buy to open 1 x $365 put exp. 2/24/2023 (44 DTE)"
1/26/2023,2:45:00 PM CST,226,1.39,debit,"buy to close 1 x $383 put exp. 2/24/2023 (29 DTE); sell to close 1 x $365 put exp. 2/24/2023 (29 DTE)"
1/26/2023,2:45:00 PM CST,227,2.43,credit,"sell to open 1 x $393 put exp. 3/10/2023 (43 DTE); buy to open 1 x $380 put exp. 3/10/2023 (43 DTE)"
2/7/2023,2:45:00 PM CST,227,1.09,debit,"buy to close 1 x $393 put exp. 3/10/2023 (31 DTE); sell to close 1 x $380 put exp. 3/10/2023 (31 DTE)"
2/7/2023,2:45:00 PM CST,228,3.23,credit,"sell to open 1 x $403 put exp. 3/24/2023 (45 DTE); buy to open 1 x $384 put exp. 3/24/2023 (45 DTE)"
3/2/2023,2:45:00 PM CST,228,7.18,debit,"buy to close 1 x $403 put exp. 3/24/2023 (22 DTE); sell to close 1 x $384 put exp. 3/24/2023 (22 DTE)"
3/2/2023,2:45:00 PM CST,229,2.94,credit,"sell to open 1 x $385 put exp. 4/14/2023 (43 DTE); buy to open 1 x $370 put exp. 4/14/2023 (43 DTE)"
3/24/2023,2:45:00 PM CDT,229,2.41,debit,"buy to close 1 x $385 put exp. 4/14/2023 (21 DTE); sell to close 1 x $370 put exp. 4/14/2023 (21 DTE)"
